payer,receiver,amount
261355,1482833,33687.47
117258,1077280,33909.24
511372,1375552,31380.44
154681,1013822,28709.81
903750,74408,23021.41
124488,977180,37128.07
7274,9465,44534.81
64352,1151529,65197.08
18456,1133460,27145.13
79493,39881,30654.56
29879,981592,85290.36
355043,264060,30920.11
202069,1118008,69932.37
694328,384218,30932.21
571512,67723,70261.5
26895,127201,37266.02
669321,352554,50938.8
107223,1498894,31755.76
109582,1522731,76012.17
736782,477183,56270.98
426741,1077699,52587.66
43895,197694,36889.57
196191,1088168,73773.25
565791,94622,84186.87
83635,768328,65977.6
332945,1278926,90232.49
360311,212926,80628.29
90836,1255247,102380.87
18855,1001173,42074.92
4837,460680,31752.58
92163,1324933,53212.58
231747,1005150,33519.62
669321,29455,38749.74
51250,997089,29035.05
147527,1169773,35325.24
231270,45088,36668.13
186284,167647,36986.48
59108,455049,35716.32
196191,120673,31240.25
230689,1343383,35254.27
50038,247680,54324.55
104147,190504,90963.49
214955,91572,35004.28
200324,908700,27375.08
238485,166010,33010.83
220436,1219734,62451.94
58577,1077408,35956.43
150885,1398415,31400.93
32510,977458,86498.04
109478,583885,104333.49
175087,221554,43525.77
224753,1180675,37401.26
149973,952394,55365.3
199629,633675,53166.67
57712,1053948,30293.53
116726,1046911,92743.8
614543,1054010,28225.48
178345,236441,27089.22
122075,172998,25130.6
626321,195723,70304.02
1023558,1077280,48611.42
141544,1180312,29449.58
145084,571969,32648.79
42553,1114432,36498.77
164835,6882,27900.65
420846,297514,27242.58
151515,276175,31274.2
110917,173701,59482.24
333010,1027036,40702.05
120936,1556325,29560.5
2720,977221,72138.19
11046,1327047,31581.29
82034,90550,26473.54
176476,967161,54354.79
154920,45384,75614.73
935092,945780,27423.75
126098,149646,30726.55
208449,143933,30826.46
390333,179737,51521.47
438835,1160753,46028.5
32266,263689,34333.83
232533,212386,79093.76
76235,76305,23728.74
26575,178609,31204.78
212494,1279076,30145.82
227710,505502,64409.33
226764,908700,25262.19
226052,47002,73829.43
26051,1236486,27453.83
404739,190230,27355.06
236488,89191,31843.37
890153,1227194,34569.93
150336,930010,79002.48
106781,1062063,67885.57
8943,338937,32141.23
42162,1130230,68001.1
139199,1155274,25953.34
66679,1293906,30039.31
336178,942843,30047.45
127288,963675,89616.91
12128,1243976,97724.68
2785,141346,67052.92
239594,230792,45192.36
90550,1266114,78703.31
43895,1051019,31828.31
511628,1139393,33854.33
209375,991929,25552.47
220797,1139794,30059.47
190329,1274880,78368.34
228102,431299,29528.19
587009,890964,36043.19
450998,1234447,59035.1
212359,8585,30766.74
211892,1034248,25699.96
945023,305787,30277.91
44569,701839,95818.55
62320,961735,28606.18
49438,1027361,33527.3
302937,154010,32329.22
104944,1042246,28179.1
55471,1009876,33321.77
495091,398814,28480.12
43347,952397,30544.67
236887,72782,30919.89
7403,1555316,71764.5
49872,1191443,22890.66
172884,8615,25646.63
95256,1308090,52722.76
642370,1018369,34929.64
55384,1127925,67976.79
81783,203148,25012.37
176906,197694,66508.97
45457,1098647,51777.15
706677,951602,30062.18
207471,1120704,43356.26
202766,642766,29331.95
236714,708102,34049.12
200229,1185616,29991.18
160856,966918,29521.61
104438,1004582,96149.8
268525,867289,116721.57
208355,1375552,27542.22
823518,1157498,37450.03
120830,1117908,30521.91
135358,398814,96925.68
39609,1055283,69974.33
39129,1140253,30437.16
682687,32324,25352.21
159466,229056,51216.78
889177,73420,53041.8
795583,139419,65597.37
214137,83308,36821.1
159989,315248,77798.88
131047,124757,25291.01
24021,1245819,51854.78
40136,1166280,24436.43
210431,8739,33401.65
4635,1188986,42369.19
250834,1101364,118687.16
250834,52229,66858.85
76968,464630,32618.85
89243,671708,64583.12
243010,1259792,34204.13
40136,945841,101528.14
212435,1287626,55268.52
51075,772350,28505.22
504964,488434,31954.28
149390,143933,14777.57
59255,341306,63667.54
10804,1455776,32096.27
536576,1489277,93569.89
87921,1058530,28899.91
250726,167891,26836.77
124436,1488297,33844.01
594946,212386,29970.04
42688,1549349,33162.03
186987,505502,32255.77
422628,136217,108388.52
50349,737060,27769.35
144827,128257,34446.25
40385,433717,57065.43
171582,71382,74291.64
210199,1250847,53127.95
225368,1108663,28256.34
15132,753488,59550.24
250022,963498,53313.9
35122,395896,32013.35
189443,1190870,67585.52
191682,118074,32918.87
178410,957074,26046.45
137048,1070217,53522.18
54676,1270987,45554.68
126161,34410,38886.1
90241,1056433,50830.15
155973,317399,60720.96
834483,8739,28410.64
32510,952503,31355.12
221491,1330720,31163.35
1191209,1350484,74587.95
20087,1201402,47435.25
61878,1222188,28694.37
106972,945758,92126.07
240626,127214,34398.79
45457,191940,112336.94
148130,49558,79114.7
72670,1206939,30460.6
109054,191557,67423.94
79486,1117483,31400.23
89243,1127925,36963.78
730518,1311805,36018.64
77238,1443198,67201.02
22946,262838,37260.75
208047,997196,79330.64
50349,1472602,67010.04
231497,682914,91286.05
76806,1038210,27951.86
725576,1076743,31944.99
268305,1276854,34302.93
127297,1301909,26441.63
31276,637259,31644.39
228102,238033,59195.38
775645,253253,29338.91
511372,1139794,30910.56
810349,46419,29431.62
193763,1047128,65418.44
71382,85655,25920.07
859194,1009876,37324.73
182959,930010,31841.61
276477,67707,51566.3
102891,1120896,73560.99
130367,167286,31188.38
2828,158329,53057.63
269223,1077227,24360.49
248013,947459,24941.7
422408,1274988,47791.09
654689,1059148,49249.95
172884,177250,28654.9
140729,32324,57327.88
404839,637711,23057.56
101891,130425,83040.77
484212,1146136,42677.83
253879,1120188,33875.18
93754,1038210,27768.27
230689,20427,28858.09
268347,328037,27915.21
235578,107701,57521.6
259609,1490301,29925.19
189443,196323,21576.09
438916,149693,51963.01
16573,76806,57860.52
60646,130425,29560.88
13290,234402,35695.44
470355,981802,76953.74
138282,189606,100898.13
468132,1250393,36977.44
164811,220121,29875.12
182021,328550,34873.52
140734,51517,31006.45
223947,97240,36473.92
71462,1239207,31973.35
164539,1038294,27649.79
164308,39881,32603.5
57216,241634,40374.67
43474,1250721,66767.36
122876,188175,49058.83
250,1326922,97748.44
211153,399368,29446.7
65286,1491484,50114.04
308898,1124118,32527.24
250,1364205,23013.51
78946,1243976,87817.77
93120,1358912,31031.57
454936,130425,31331.18
37409,992598,21751.08
123956,967474,28280.15
454609,1343509,37954.16
669321,1212414,73360.9
694328,43654,27796.66
111000,116418,61241.75
395580,149693,27119.92
189531,152625,35860.48
100394,1034591,34477.91
225744,75455,28543.99
166833,142268,78492.01
26855,212625,96487.04
811655,1301833,27324.05
189541,137481,31509.21
124442,462252,68010.7
321334,1201402,75314.59
49643,184962,83354.79
240626,1070217,24516.52
8369,1234366,29371.76
303034,1221650,54009.91
129995,126540,34050.15
156053,1026108,67657.11
946025,1054081,83069.85
282990,199562,28345.79
872314,768946,26233.35
102806,952691,58853.91
48083,637259,20976.34
59345,166981,36350.29
29628,1077408,28760
86047,963184,28761.13
191445,618708,33610.6
221977,832323,31897.76
86056,713973,56416.55
1352081,946857,85156.59
536576,1196703,28938.02
223733,107156,26814.73
108732,1526562,78468.02
751097,478178,36421.33
404839,1593446,75128.65
212407,261562,24707.27
234182,172126,22024.39
91254,1266439,34653.83
309090,227195,57925.97
51683,1308141,74166.47
154487,1359096,33490.74
207532,67989,24582.58
112907,119672,28123.31
245085,736471,31147.77
222728,24953,102979.46
77938,1556325,37502.23
224692,114692,48934.24
9029,731667,17549.58
112912,295072,32138.79
99906,973561,31323.85
395855,232429,64482.65
178646,54873,80989.59
243010,1346889,29873.22
250949,110284,60610.5
220829,708896,63098.87
65388,1077587,30475.02
296201,1030696,106042.63
455817,609866,32039.71
83635,1026061,92628.49
182322,1034965,32955.31
9692,1308090,66624.29
230872,972477,60321.5
181397,613136,36729.31
155058,1027036,28361.1
83103,1091651,48419.33
202426,306142,45089.2
881285,997016,40026.88
289583,6968,84005.1
68337,365479,54923.76
7274,953314,30194.3
462603,973091,102312.77
79486,478178,30533.27
64957,6882,33667.99
261475,981802,69660.68
470301,201881,51325.64
32133,36514,108069.98
253448,1373678,33359.92
360311,1039614,28747.37
23955,1088084,69463.16
250327,113827,22785.82
92163,83308,103243.88
66216,188730,31883.84
848243,455508,34821.59
1058957,996907,73643.64
171282,505502,39698.72
104147,29879,109764.03
77137,1252957,84806.9
289986,1157954,33111.12
43654,23077,35663.23
259083,1321237,27860.03
150572,106338,82935.32
327466,972403,24127.92
656825,1018989,57918.73
395006,177250,39931.88
186046,1000303,75571.7
75010,152625,32114.72
226052,1043347,53975.34
65548,1180641,38295.91
200540,1186387,29980.65
225103,1050976,52038.72
163507,52229,33327.48
147652,290159,27497.57
103806,1077370,25239.29
39896,291211,62784.65
143684,648788,30143.61
145290,45088,27286.9
795583,1217227,31064.82
160198,2994,28962.36
44605,47980,58896.62
240626,1222140,27055.56
203064,997016,30902.27
186046,348740,28037.3
765718,1076743,35776.03
42048,571335,38420.12
67299,1370493,63966.29
174946,159075,31550.62
818795,801732,50505.87
243973,690681,75798.72
87859,967953,57765.48
67303,604357,43683.44
81583,455049,54482.43
58577,1124118,33350.57
41135,1404583,30397.21
228102,973091,19941.02
160744,101938,40530.6
418080,1034591,33179.58
251417,1263984,35177.18
268827,1018301,105473.4
680914,987561,31402.45
112828,1081210,31264.44
143223,418974,83158.74
162685,1359096,61418.81
93598,1088084,26413.86
131766,90232,82193.67
87638,952397,32349.71
651021,196754,76750.35
68337,1255247,90480.71
14589,946485,29306.65
253114,60743,73541.66
658851,255177,26319.75
53280,340449,49637.14
154898,1494629,31285.9
10804,1346889,22562.89
145146,996164,53190.54
90550,1053957,42341.92
143223,1480003,63926.73
188443,1043274,32973.76
139278,1039384,81753.97
145290,1370493,40973.77
143863,309460,83084.07
107418,977115,34646.51
231824,1027121,28790.21
139278,1097961,25227.92
114173,167498,72802.45
143377,24953,101193.79
179212,1123850,110496.39
191557,1154601,31830.89
47727,107141,32602.87
42707,1246375,29279.44
120936,237322,49780.97
138857,880885,33021.29
115077,703842,96014.95
78946,1178111,36460.97
149390,987843,82713.22
111699,571335,78121.13
11461,1236866,25515.84
217175,1043241,29508.59
54254,987959,54945.65
66970,952394,55943.95
161278,71443,68867.56
105062,765827,80050.62
326908,1576801,66508.8
473606,8573,24922.47
2828,18310,26690.94
92163,155415,30205.95
231996,1549349,60616.2
290115,43469,30282.08
109005,1219734,55922.46
194625,15558,27996.99
785178,609866,52207.77
43589,977961,34814.7
50048,981655,30991.37
62320,1018305,32636.12
450796,996164,27141.93
259083,1369007,64217.76
69184,1410271,30364.73
249696,1369007,26539.04
125422,405751,102308.78
42965,1374024,65523.87
194809,1172284,51282.01
23305,175199,88118.32
940877,560350,32406.97
196022,967161,30927.97
80204,46419,26448.03
67437,106459,55893.92
255292,977811,43814.2
470355,1000618,42563.14
848243,214158,40370.18
14307,952230,73837.84
418080,1554544,65986.54
231824,947540,88807.04
338521,1443198,34799.06
221942,1127802,34628.59
136840,1234478,36409.29
232555,1145643,85743.16
126125,107399,29837.12
241625,1325077,33253.27
376510,68541,26465.37
169367,1193589,31418.72
217593,1212013,67069.85
42688,1233994,26127.99
181229,1163656,26959.86
101588,1506046,28303.12
29799,597523,56475.96
212386,1341361,67271.24
100394,52229,34775.73
209035,276175,25866.41
214867,317399,28930.62
185504,174139,26806.87
141175,90560,86651.5
187599,79499,26030.98
1191209,968125,27040.99
256322,947724,30791.1
701459,552063,31787.17
79644,54337,27781.49
227710,239636,33031.6
189644,1031184,94965.45
276388,264200,78579.22
565791,1359109,37571.65
150162,1161049,32665
40385,1400179,73744.08
395855,243948,29105.06
315131,1030290,78622.59
349738,946830,85194.28
45914,249696,85016.71
132531,1398415,54824.86
6025,667132,74185.6
135399,947318,35258.52
435287,215662,66767.98
211749,109617,47887.46
245085,125702,33483.02
171169,1337825,28842.26
10043,131989,31458.67
327420,89191,27708.59
775645,682914,21858.58
146543,966870,26747.24
42707,1087654,86066.83
168893,1587462,93043.85
13138,185496,27483.71
197771,1160753,96194.49
253253,670998,47874.46
1095218,1081134,49359.28
66216,1043347,38610.4
80321,6126,30861.53
78946,200967,33556.23
253615,528970,67354.02
282751,265917,24353.8
80594,464630,41044.86
342447,1465467,71043.8
25217,1157870,39613.39
224692,1287626,33502.09
182317,1365530,34325.46
253879,71382,62029.17
9368,90053,22631.31
140734,1130230,22033.09
78946,1018301,61853.81
59345,172508,65557.35
57120,72782,73428.14
242317,946879,93346.11
296743,47481,42576.97
163653,128257,27546.47
209035,952446,64410.86
105062,1123850,59272.65
80097,1069101,85472.42
167858,78426,102969.25
86337,1026006,31114.89
217593,983096,34032.38
1204710,1572029,51127.94
123227,1336336,31683.53
175188,1142679,81868.39
422126,101938,34207.98
238485,332860,31556.87
49777,1062263,31232.8
308861,1236301,37325.92
226824,1201425,32248.68
179141,1107917,36361.8
8943,1182871,104031.3
125804,1039169,67779.28
52514,192320,34157.44
129995,1101926,32060.25
246357,1105064,27746.92
26378,1270813,26690.58
74435,1484951,29952.93
859194,212386,64423.69
99906,91572,46316.4
77566,1236486,60546.03
33041,1415694,105999.64
62207,1261689,26078.77
385538,1209838,28613.48
28529,247019,23302.67
232533,210906,38438.53
46388,695991,30877.27
243973,1022833,30055.45
112828,1026039,34758.09
180513,304610,37109.25
195723,977961,58083.78
241625,47672,72211.65
296386,71382,57608.54
52411,332860,29009.09
164320,173701,76397.04
247162,1400179,21214.24
156795,240626,50372.49
17823,1593446,41041.62
859194,981802,33661.85
648524,130614,35312.31
46676,704311,34290.23
191267,1317274,30153.07
537223,53532,54801.75
260340,875205,32152.37
19321,87540,35976.9
84633,1242053,32205.3
82969,1534125,23516.81
950504,1034428,95113.73
807781,184448,48517.58
413558,1261689,32966.39
59108,1091850,35182.64
53610,613136,31805.23
57712,243796,35078.83
282700,947038,35127.37
4635,317399,26822.83
527424,1142696,32422.93
153034,295072,35615.15
282751,505502,27049.24
203237,1080817,31193.16
102806,1055283,52866.79
236206,344880,41337.38
220392,1360816,30915.15
417829,1130494,31379.8
221899,1097961,22726.89
138857,1118378,30144.95
191267,1039614,40843.07
269223,1480370,33420
260431,952130,28581.53
302954,792942,78893.86
380985,1494629,62680.01
160198,1227194,34773.62
133295,1201402,58893.51
381132,290390,29356.9
150217,952446,72412.61
205986,963564,83909.67
110998,1026341,60816.88
102891,191557,31450.32
102806,118287,63018.56
327418,1010034,47527.02
247088,1301909,32649.49
112136,184826,34745.61
167061,237580,32511.33
236326,149693,92878.21
112912,1462888,34765.16
4424,1236866,36312.2
283455,212760,101349.51
71462,1091850,83433.85
785178,67927,34538.11
258561,1324946,37004.98
3014,402232,32249.71
374330,276415,28824.59
120830,951453,51261.25
1214160,1054002,72723.99
178345,972815,21960.59
381132,987695,38906.62
28413,33763,71790.86
15991,942843,69409.77
140729,1310058,37385.58
136217,271665,28552.37
41410,946075,72136.35
473606,1400191,61062.03
67081,199224,25689.03
208355,1118003,33711.57
232555,1014765,33557.9
37409,1157456,69346.8
193036,1404583,32840.32
289986,963498,22186.96
132200,530938,30060.73
